name,dateissue,Value
????,13910328,26325.5
????,13910327,26406.7
????,13910324,26439.1
????,13910323,26440.5
????,13910322,26411.8
????,13910321,26264.8
????,13910320,26365.2
????,13910317,26635.6
????,13910316,26693
????,13910313,26735.4
????,13910310,26755.9
????,13910309,26803.6
????,13910308,26848.7
????,13910307,26905
????,13910306,26909.5
????,13910303,27091.2
????,13910302,26912.7
????,13910301,26845.8
????,13910231,26667.7
????,13910230,26652.1
????,13910227,26652.6
????,13910226,26677.3
????,13910225,26715.2
????,13910224,26658
????,13910223,26743.8
????,13910220,26871.9
????,13910219,26870.5
????,13910218,26886.3
????,13910217,26932.2
????,13910216,26935.7
????,13910213,26964.8
????,13910212,26969.8
????,13910211,26960
????,13910210,26953.8
????,13910209,27010.1
????,13910205,27129.9
????,13910204,27085.3
????,13910203,27169.3
????,13910202,27211.7
????,13910130,27259.9
????,13910129,27185.6
????,13910128,27245.6
????,13910127,27281.2
????,13910126,26896.8
????,13910123,26757.8
????,13910122,26664.1
????,13910121,26482.6
????,13910120,26491.8
????,13910119,26383.4
????,13910116,26300.3
????,13910115,26327
????,13910114,26484.8
????,13910109,26576.2
????,13910108,26533
????,13910107,26408.7
????,13910106,26502.3
????,13910105,26280.5
????,13901228,25905.6
????,13901227,25607.2
????,13901224,25481.5
????,13901223,25265.3
????,13901222,25300
????,13901221,25491.1
????,13901220,25457.6
????,13901217,25400.2
????,13901216,25307.9
????,13901215,25320.1
????,13901214,25417.9
????,13901213,25365.5
????,13901210,25354.5
????,13901209,25244.4
????,13901208,25098.4
????,13901207,24976.9
????,13901206,24936.1
????,13901203,25012.6
????,13901202,25035.2
????,13901201,24923.2
????,13901130,24878.3
????,13901129,24848.9
????,13901126,24829.3
????,13901125,24946.4
????,13901124,25279.8
????,13901123,25320.7
????,13901119,25371.7
????,13901118,25436.6
????,13901117,25579.8
????,13901116,25717.6
????,13901115,25907
????,13901112,25878.2
????,13901111,25913.8
????,13901110,25912.9
????,13901109,25931.3
????,13901108,25723
????,13901105,25540.5
????,13901103,25620.7
????,13901101,25772.3
????,13901028,25811.2
????,13901027,25692.8
????,13901026,25903.4
????,13901025,25755.3
????,13901021,25440.3
????,13901020,25207.4
????,13901019,25082.7
????,13901018,24854.9
????,13901017,24887.9
????,13901014,24839.1
????,13901013,24507
????,13901012,24323.7
????,13901011,24400.9
????,13901010,24403.1
????,13901007,24320.8
????,13901006,24327.2
????,13901005,24377.3
????,13901004,24455.1
????,13901003,24456.7
????,13900930,24494
????,13900929,24588.5
????,13900928,24638.2
????,13900927,24604
????,13900926,24528.3
????,13900923,24590.7
????,13900922,24618.1
????,13900921,24554.9
????,13900920,24546.3
????,13900919,24688.2
????,13900916,24662.6
????,13900913,24356.9
????,13900912,24116.6
????,13900909,24016.5
????,13900908,24089.2
????,13900907,23977.7
????,13900906,24056.4
????,13900905,24468.2
????,13900902,24568.2
????,13900901,24881
????,13900830,25207.2
????,13900829,25298.3
????,13900828,25366.7
????,13900825,25366.4
????,13900823,25366.6
????,13900822,25372.6
????,13900821,25462.7
????,13900818,25394.2
????,13900817,25328.6
????,13900815,25589.5
????,13900814,25874.2
????,13900811,26001.5
????,13900810,25924.9
????,13900809,25910
????,13900808,25911.3
????,13900807,25953.3
????,13900804,25915.4
????,13900803,25924.8
????,13900802,25875
????,13900801,26049.6
????,13900730,26150.8
????,13900727,26207.7
????,13900726,26158.8
????,13900725,26159.4
????,13900724,26291.2
????,13900723,26668.3
????,13900720,26844.2
????,13900719,26903
????,13900718,26819.4
????,13900717,26868.8
????,13900716,26912.8
????,13900713,26863.5
????,13900712,26756.3
????,13900711,26663.6
????,13900710,26672.7
????,13900709,26708.2
????,13900706,26792.7
????,13900705,26692.9
????,13900704,26571.9
????,13900703,26764.8
????,13900630,26962.2
????,13900629,26847.4
????,13900628,26866.9
????,13900627,26885
????,13900626,26855
????,13900623,26836.3
????,13900622,26933.1
????,13900621,27058.9
????,13900620,27099.9
????,13900619,27098.4
????,13900616,26930.2
????,13900615,26714.7
????,13900614,26360.8
????,13900613,26254.6
????,13900612,26083.4
????,13900608,25822
????,13900607,25621.7
????,13900606,25475.1
????,13900605,25555.6
????,13900602,25475.7
????,13900601,25389.3
????,13900530,25217
????,13900529,25231.6
????,13900526,25237.6
????,13900525,25090.5
????,13900524,25059.3
????,13900523,25092.8
????,13900522,24997
????,13900519,24875.8
????,13900518,24596.7
????,13900517,24970.8
????,13900516,24923.6
????,13900515,25008.1
????,13900512,25316.3
????,13900511,25284.5
????,13900510,25270
????,13900509,25110.8
????,13900508,25297.8
????,13900505,25471.8
????,13900504,25434.6
????,13900503,25325.4
????,13900502,25181.7
????,13900501,24809.6
????,13900429,24602
????,13900428,24494.6
????,13900427,24460.7
????,13900425,24348.9
????,13900422,24286.7
????,13900421,24387.1
????,13900420,24503.8
????,13900419,24541.1
????,13900418,24716.9
????,13900415,24801.1
????,13900414,24816.6
????,13900413,24698.3
????,13900412,24742.7
????,13900411,24742.2
????,13900408,24503.5
????,13900407,24180.5
????,13900406,24148.6
????,13900405,24674.9
????,13900404,25023.5
????,13900401,25126.1
????,13900331,25181.6
????,13900330,25120.9
????,13900329,25214.1
????,13900328,25187.4
????,13900325,24854.8
????,13900324,25043.3
????,13900323,25237.5
????,13900322,25121.7
????,13900321,25245.1
????,13900318,25286.5
????,13900317,25123.1
????,13900316,25291.8
????,13900310,25120.9
????,13900309,24865.3
????,13900308,24600.6
????,13900307,25043.4
????,13900304,25290.7
????,13900303,25861.9
????,13900302,26059.8
????,13900301,26055.5
????,13900231,26155.6
????,13900228,25940.8
????,13900227,25773.4
????,13900226,25759.7
????,13900225,25908.5
????,13900224,26033.6
????,13900221,26002.8
????,13900220,26041.7
????,13900219,25752.7
????,13900218,25366.6
????,13900214,25520.2
????,13900213,25211.2
????,13900212,25037.7
????,13900211,24685.3
????,13900210,25321.7
????,13900207,25781.8
????,13900206,26273.6
????,13900205,26261.5
????,13900204,26539.7
????,13900203,26610.1
????,13900131,26481.5
????,13900130,26215.4
????,13900129,26429.2
????,13900128,26446.6
????,13900127,26675.9
????,13900124,26541.9
????,13900123,26412.7
????,13900122,26145.2
????,13900121,26002.6
????,13900120,26222.7
????,13900117,25885.1
????,13900116,25550.4
????,13900115,25023.3
????,13900114,24543.6
????,13900110,24486
????,13900109,24486.6
????,13900108,24287.8
????,13900107,24199.8
????,13900106,23756.3
????,13891228,23294.9
????,13891225,22803.8
????,13891224,22455.7
????,13891223,22236.9
????,13891222,22008.8
????,13891221,21895.2
????,13891218,22062.6
????,13891217,22033.2
????,13891216,21891.8
????,13891215,21929.3
????,13891214,21843.2
????,13891211,21694
????,13891210,21472.9
????,13891209,21663.3
????,13891208,21900.5
????,13891207,21867.9
????,13891204,21749.5
????,13891203,21739.4
????,13891201,21762.2
????,13891130,22090.3
????,13891127,22188.3
????,13891126,22270.4
????,13891125,22260.4
????,13891124,22136.5
????,13891123,22000.5
????,13891120,21929
????,13891119,21867.4
????,13891118,21944.4
????,13891117,21840
????,13891116,21810.7
????,13891112,21349.4
????,13891111,20997.1
????,13891110,20877.6
????,13891109,20905.9
????,13891106,20684.8
????,13891104,20462.6
????,13891103,20416
????,13891102,20352.7
????,13891029,20206.6
????,13891028,19937.9
????,13891027,19904.7
????,13891026,19830.6
????,13891025,19705.3
????,13891022,19759.1
????,13891021,19778.6
????,13891020,19690.9
????,13891019,19699.9
????,13891018,19451.5
????,13891015,19361.5
????,13891014,19200.4
????,13891013,19021
????,13891012,18898.1
????,13891011,18849.1
????,13891008,18855.2
????,13891007,18771.4
????,13891006,18689
????,13891005,18723.1
????,13891004,18585.8
????,13891001,18398.9
????,13890930,18353.1
????,13890929,18249.7
????,13890928,18203.4
????,13890927,18366.4
????,13890923,18414.3
????,13890922,18414.7
????,13890921,18443.7
????,13890920,18460.3
????,13890917,18371.2
????,13890916,18317.3
????,13890915,18291.9
????,13890914,18319.3
????,13890913,18292.4
????,13890910,18280
????,13890909,18242.6
????,13890908,18284.7
????,13890907,18404.5
????,13890906,18427.7
????,13890903,18289.2
????,13890902,18226.6
????,13890901,18257.8
????,13890830,18133.7
????,13890829,18062.5
????,13890825,18021
????,13890824,18035.6
????,13890823,18042.1
????,13890822,18044.3
????,13890819,18113.4
????,13890818,18038.5
????,13890817,17969.5
????,13890816,18015.9
????,13890815,18089.8
????,13890812,17976.7
????,13890811,17960.5
????,13890810,17972.9
????,13890809,18011
????,13890808,18034.9
????,13890805,17956.4
????,13890804,18006.1
????,13890803,18035.9
????,13890802,18163.7
????,13890801,18324.6
????,13890728,18229.5
????,13890727,18292.9
????,13890726,18343.8
????,13890725,18111.1
????,13890724,17973.1
????,13890721,17902.5
????,13890720,18283
????,13890719,18564
????,13890718,18642
????,13890717,18937.7
????,13890714,18871.8
????,13890713,18749.9
????,13890711,18762.4
????,13890710,18790.4
????,13890707,18671.3
????,13890706,18535.3
????,13890705,18405.6
????,13890704,18527.8
????,13890703,18673.3
????,13890631,18548.6
????,13890630,18413
????,13890629,18303.3
????,13890628,18487.6
????,13890627,18657.7
????,13890624,18555.7
????,13890623,18543.1
????,13890622,18533.7
????,13890621,18533.4
????,13890617,18429.6
????,13890616,18458.9
????,13890615,18648.2
????,13890614,18636.1
????,13890613,18315.8
????,13890609,17955.7
????,13890608,17938
????,13890607,17767.8
????,13890606,17401
????,13890603,17233.1
????,13890602,17152.7
????,13890601,17116.7
????,13890531,16957.6
????,13890530,16974.6
????,13890527,17009.6
????,13890526,16910.8
????,13890525,16766.9
????,13890524,16701.1
????,13890523,16864.6
????,13890520,16995.1
????,13890519,16841.4
????,13890518,16674.4
????,13890517,16625.9
????,13890516,16606.1
????,13890513,16317.9
????,13890512,16281.7
????,13890511,16078.1
????,13890510,15870
????,13890509,15840.5
????,13890506,15794.1
????,13890504,15746.5
????,13890503,15660.9
????,13890502,15455.4
????,13890430,15360.7
????,13890429,15344.6
????,13890428,15244.8
????,13890427,15189
????,13890426,15118
????,13890423,15080.4
????,13890422,15005.9
????,13890421,14981.5
????,13890420,14883.4
????,13890416,14718.8
????,13890415,14571.6
????,13890414,14553.2
????,13890413,14504.2
????,13890412,14561.1
????,13890409,14552.3
????,13890408,14545.3
????,13890407,14500.9
????,13890406,14503
????,13890402,14489.4
????,13890401,14350.6
????,13890331,14257
????,13890330,14280.9
????,13890329,14340.6
????,13890326,14372
????,13890325,14394.2
????,13890324,14288.5
????,13890323,14180.3
????,13890322,14114.9
????,13890319,14055.1
????,13890318,14148.8
????,13890317,14135.3
????,13890316,14164.7
????,13890312,14182.4
????,13890311,14109
????,13890310,14038.3
????,13890309,14087.6
????,13890308,14119.9
????,13890305,14153.8
????,13890304,14184.3
????,13890303,14115.5
????,13890302,14080.5
????,13890301,14117.2
????,13890229,14155.6
????,13890228,14156.7
????,13890226,14138.8
????,13890225,14096.1
????,13890222,14105.3
????,13890221,14131.7
????,13890220,14099.5
????,13890219,14014.3
????,13890218,13920.5
????,13890215,13944.8
????,13890214,14036.7
????,13890213,14012.6
????,13890212,14085.9
????,13890211,14136.7
????,13890208,14012.5
????,13890207,14139.4
????,13890206,14129
????,13890205,14053.3
????,13890204,14079.9
????,13890201,14129.2
????,13890131,14185.7
????,13890130,14138.3
????,13890129,13935
????,13890128,13815.7
????,13890125,13903.4
????,13890124,13904
????,13890123,13832.8
????,13890122,13802.6
????,13890121,13754
????,13890118,13681.2
????,13890117,13476.5
????,13890116,13317
????,13890115,13320.1
????,13890114,13135.7
????,13890111,12945
????,13890110,12867
????,13890109,12823.9
????,13890108,12732.1
????,13890107,12613.9
????,13881226,12536.7
????,13881225,12499.7
????,13881224,12533.6
????,13881223,12549.1
????,13881222,12440.5
????,13881219,12446.8
????,13881218,12429.1
????,13881217,12307.2
????,13881216,12248.9
????,13881215,12221.3
????,13881212,12133.4
????,13881211,12111.1
????,13881210,12048.9
????,13881209,12009
????,13881208,11963.5
????,13881205,11993.2
????,13881204,12010.2
????,13881203,12008.6
????,13881202,11929
????,13881201,11819
????,13881128,11774.2
????,13881127,11789.7
????,13881125,11760
????,13881121,11694.1
????,13881120,11660.7
????,13881119,11666.8
????,13881118,11686.3
????,13881117,11715.5
????,13881114,11751.7
????,13881113,11721.3
????,13881112,11709.6
????,13881111,11724.7
????,13881110,11750.1
????,13881107,11802.9
????,13881106,11752.5
????,13881105,11705.1
????,13881104,11684.9
????,13881103,11617.8
????,13881030,11569.2
????,13881029,11569.2
????,13881028,11584
????,13881027,11620.7
????,13881026,11614.9
????,13881023,11599.9
????,13881022,11646.2
????,13881021,11656.8
????,13881020,11592.3
????,13881019,11449.6
????,13881016,11375.4
????,13881015,11307.4
????,13881014,11305.1
????,13881013,11351.1
????,13881012,11295.2
????,13881009,11207.5
????,13881008,11178.5
????,13881007,11196.9
????,13881002,11221.3
????,13881001,11234.6
????,13880930,11274.9
????,13880929,11255.7
????,13880928,11209.6
????,13880925,11265.3
????,13880924,11362.5
????,13880923,11629.1
????,13880922,11677.4
????,13880921,11753.1
????,13880918,11836.3
????,13880917,11909.6
????,13880916,11944.5
????,13880914,11905
????,13880911,11914.6
????,13880910,11928.9
????,13880909,11964.9
????,13880908,12027.6
????,13880904,12113.4
????,13880903,12072.6
????,13880902,11996.3
????,13880901,12003
????,13880830,12086.7
????,13880827,12176.4
????,13880826,12241.9
????,13880825,12325.4
????,13880824,12361.7
????,13880823,12403.1
????,13880820,12381.4
????,13880819,12426.1
????,13880818,12581.5
????,13880817,12565.9
????,13880816,12576.9
????,13880813,12506
????,13880812,12483.6
????,13880811,12529.5
????,13880810,12545
????,13880809,12482.4
????,13880806,12408.4
????,13880805,12345.1
????,13880804,12342.6
????,13880803,12325.8
????,13880802,12242.8
????,13880729,12176.3
????,13880728,12077.3
????,13880727,11976.4
????,13880726,11914.1
????,13880725,11917.8
????,13880721,11918.3
????,13880720,11912.3
????,13880719,11925.4
????,13880718,11957.9
????,13880715,11891.1
????,13880714,11792.8
????,13880713,11738.2
????,13880712,11717.3
????,13880711,11657.3
????,13880708,11535.8
????,13880707,11555
????,13880706,11559.1
????,13880705,11588.2
????,13880704,11620.4
????,13880701,11583
????,13880631,11479.8
????,13880630,11451.8
????,13880629,11437
????,13880628,11437
????,13880625,11461.1
????,13880624,11523.6
????,13880623,11598.7
????,13880622,11638.4
????,13880621,11696.5
????,13880618,11696.5
????,13880617,11639
????,13880616,11589.7
????,13880615,11634.5
????,13880614,11678.5
????,13880611,11747.2
????,13880610,11741
????,13880609,11688.3
????,13880608,11693.5
????,13880607,11734.4
????,13880604,11576.9
????,13880603,10983.6
????,13880602,10686.1
????,13880601,10612.2
????,13880531,10555.4
????,13880528,10472.4
????,13880527,10442.5
????,13880526,10405.4
????,13880525,10333.2
????,13880524,10250.8
????,13880521,10194
????,13880520,10139.4
????,13880519,10114.2
????,13880518,10044
????,13880517,9999
????,13880514,9904.4
????,13880513,9861.1
????,13880512,9835
????,13880511,9831.2
????,13880510,9811.2
????,13880507,9765.6
????,13880506,9727.1
????,13880505,9703.7
????,13880504,9530.3
????,13880503,9522.9
????,13880431,9522.2
????,13880430,9511.1
????,13880428,9474.5
????,13880427,9442.2
????,13880425,9394.6
????,13880424,9394.6
????,13880423,9374
????,13880422,9352.8
????,13880421,9415.8
????,13880420,9438.5
????,13880416,9457.9
????,13880414,9452.7
????,13880413,9470.4
????,13880410,9471
????,13880409,9387.6
????,13880408,9360.1
????,13880407,9353.7
????,13880406,9342.6
????,13880403,9338.6
????,13880402,9340
????,13880401,9251.8
????,13880331,9258.4
????,13880330,9247.7
????,13880327,9247.2
????,13880326,9271.1
????,13880325,9299
????,13880324,9310.3
????,13880323,9365.4
????,13880320,9343.3
????,13880319,9278.5
????,13880318,9235.5
????,13880317,9195.1
????,13880316,9121.3
????,13880313,9081.7
????,13880312,9032.3
????,13880311,9006.3
????,13880310,9000.6
????,13880309,9001.3
????,13880306,8953.7
????,13880305,8934.6
????,13880304,8971.1
????,13880303,9019.5
????,13880302,9042.1
????,13880230,9000.8
????,13880229,8956.3
????,13880228,8963.8
????,13880227,8919.4
????,13880226,8888
????,13880223,8932.1
????,13880222,8968.3
????,13880221,8989.5
????,13880220,8930.4
????,13880219,8872.4
????,13880216,8774.2
????,13880215,8699.5
????,13880214,8638.3
????,13880213,8584.6
????,13880212,8548.3
????,13880209,8535
????,13880208,8527.8
????,13880207,8518.1
????,13880206,8502.6
????,13880205,8469.1
????,13880202,8476.4
????,13880201,8434.9
????,13880131,8431.2
????,13880130,8348
????,13880129,8290.4
????,13880126,8251.6
????,13880125,8252.4
????,13880124,8203.6
????,13880123,8175.9
????,13880122,8153.5
????,13880119,8111.1
????,13880118,8077.9
????,13880117,8049
????,13880116,8006
????,13880115,8001.6
????,13880111,7988.7
????,13880110,7970.3
????,13880109,7955.4
????,13880108,7965.8
????,13880105,7965.6
????,13871228,7966.5
????,13871227,7972.3
????,13871226,7977.1
????,13871224,8120.3
????,13871221,8130.4
????,13871220,8126.5
????,13871219,8096
????,13871218,8111.2
????,13871217,8133.5
????,13871214,8185.3
????,13871213,8200.9
????,13871212,8216.1
????,13871211,8226.8
????,13871210,8243.2
????,13871207,8248.9
????,13871205,8266.2
????,13871204,8297
????,13871203,8355.9
????,13871130,8376.6
????,13871129,8390.2
????,13871127,8412.7
????,13871126,8420
????,13871123,8430
????,13871121,8423.7
????,13871120,8438
????,13871119,8451.3
????,13871116,8466.4
????,13871115,8483.4
????,13871114,8496.2
????,13871113,8491.8
????,13871112,8508.3
????,13871109,8505.6
????,13871108,8509.1
????,13871107,8507.3
????,13871106,8519.1
????,13871105,8553.7
????,13871102,8514.3
????,13871101,8496.9
????,13871030,8467.4
????,13871029,8459.9
????,13871028,8458.1
????,13871025,8456.9
????,13871024,8463.7
????,13871023,8519
????,13871022,8542
????,13871021,8575.7
????,13871016,8596.4
????,13871015,8619.6
????,13871014,8641.8
????,13871011,8656.3
????,13871010,8695
????,13871009,8726.9
????,13871008,8757.8
????,13871007,8786.7
????,13871004,8795.7
????,13871003,8803.4
????,13871002,8832.2
????,13871001,8851.6
????,13870930,8857.1
????,13870926,8869
????,13870925,8890.7
????,13870924,8907
????,13870923,8973.3
????,13870920,9023.7
????,13870918,9089.2
????,13870917,9130.5
????,13870916,9178.3
????,13870915,9248.9
????,13870914,9248.9
